scenario,T,TECH,TYPE,F,value
S0,T0841,FC,CO,electricity,3.0401102597402594
S0,T0841,ARC,BP,municipal waste,34272.0
S0,T0841,ARGO5,BP,municipal waste,9945.0
S0,T0841,ARGO6,BP,municipal waste,11169.0
S0,T0841,VF5,BP,municipal waste,13005.0
S0,T0841,VF6,BP,municipal waste,17136.0
S0,T0841,HOB_EL,HO,electricity,8427.18564
S0,T0841,HOB_NG,HO,natural gas,35014.650381570675
S0,T0841,HP_AIR,HO,electricity,228.095824656
S0,T0842,FC,CO,electricity,3.784433982683982
S0,T0842,ARC,BP,municipal waste,34272.0
S0,T0842,ARGO5,BP,municipal waste,9945.0
S0,T0842,ARGO6,BP,municipal waste,11169.0
S0,T0842,VF5,BP,municipal waste,13005.0
S0,T0842,VF6,BP,municipal waste,17136.0
S0,T0842,HOB_EL,HO,electricity,10490.451
S0,T0842,HOB_NG,HO,natural gas,45236.10372288013
S0,T0842,HP_AIR,HO,electricity,283.9415404
S0,T0843,FC,CO,electricity,4.449247532467532
S0,T0843,ARC,BP,municipal waste,34272.0
S0,T0843,ARGO5,BP,municipal waste,9945.0
S0,T0843,ARGO6,BP,municipal waste,11169.0
S0,T0843,VF5,BP,municipal waste,13005.0
S0,T0843,VF6,BP,municipal waste,17136.0
S0,T0843,HOB_EL,HO,electricity,12333.31416
S0,T0843,HOB_NG,HO,natural gas,58739.97054047661
S0,T0843,HP_AIR,HO,electricity,333.821703264
S0,T0844,FC,CO,electricity,3.1908575324675326
S0,T0844,ARC,BP,municipal waste,34272.0
S0,T0844,ARGO5,BP,municipal waste,9945.0
S0,T0844,ARGO6,BP,municipal waste,11169.0
S0,T0844,VF5,BP,municipal waste,13005.0
S0,T0844,VF6,BP,municipal waste,17136.0
S0,T0844,HOB_EL,HO,electricity,8845.05708
S0,T0844,HOB_NG,HO,natural gas,65679.01040549904
S0,T0844,HP_AIR,HO,electricity,239.40621163200004
S0,T0845,FC,CO,electricity,2.348543463203463
S0,T0845,ARC,BP,municipal waste,34272.0
S0,T0845,ARGO5,BP,municipal waste,9945.0
S0,T0845,ARGO6,BP,municipal waste,11169.0
S0,T0845,VF5,BP,municipal waste,13005.0
S0,T0845,VF6,BP,municipal waste,17136.0
S0,T0845,HOB_EL,HO,electricity,6510.16248
S0,T0845,HOB_NG,HO,natural gas,80399.87908331332
S0,T0845,HP_AIR,HO,electricity,176.208397792
S0,T0846,FC,CO,electricity,2.73267987012987
S0,T0846,ARC,BP,municipal waste,34272.0
S0,T0846,ARGO5,BP,municipal waste,9945.0
S0,T0846,ARGO6,BP,municipal waste,11169.0
S0,T0846,VF5,BP,municipal waste,13005.0
S0,T0846,VF6,BP,municipal waste,17136.0
S0,T0846,HOB_EL,HO,electricity,7574.9886
S0,T0846,HOB_NG,HO,natural gas,98235.72760947717
S0,T0846,HP_AIR,HO,electricity,205.02969144000002
S0,T0847,FC,CO,electricity,3.862940779220779
S0,T0847,ARC,BP,municipal waste,34272.0
S0,T0847,ARGO5,BP,municipal waste,9945.0
S0,T0847,ARGO6,BP,municipal waste,11169.0
S0,T0847,VF5,BP,municipal waste,13005.0
S0,T0847,VF6,BP,municipal waste,17136.0
S0,T0847,HOB_EL,HO,electricity,10708.071839999999
S0,T0847,HOB_NG,HO,natural gas,64842.47796668293
S0,T0847,HP_AIR,HO,electricity,289.831811136
S0,T0848,FC,CO,electricity,4.723166926406926
S0,T0848,ARC,BP,municipal waste,34272.0
S0,T0848,ARGO5,BP,municipal waste,9945.0
S0,T0848,ARGO6,BP,municipal waste,11169.0
S0,T0848,VF5,BP,municipal waste,13005.0
S0,T0848,VF6,BP,municipal waste,17136.0
S0,T0848,HOB_EL,HO,electricity,13092.618719999999
S0,T0848,HOB_NG,HO,natural gas,60359.9250544238
S0,T0848,HP_AIR,HO,electricity,354.373546688
S0,T0849,FC,CO,electricity,5.270047878787879
S0,T0849,ARC,BP,municipal waste,34272.0
S0,T0849,ARGO5,BP,municipal waste,9945.0
S0,T0849,ARGO6,BP,municipal waste,11169.0
S0,T0849,VF5,BP,municipal waste,13005.0
S0,T0849,VF6,BP,municipal waste,17136.0
S0,T0849,HOB_EL,HO,electricity,14608.57272
S0,T0849,HOB_NG,HO,natural gas,26083.905106415317
S0,T0849,HP_AIR,HO,electricity,395.40536828800003
S0,T0850,FC,CO,electricity,4.156354112554112
S0,T0850,ARC,BP,municipal waste,34272.0
S0,T0850,ARGO5,BP,municipal waste,9945.0
S0,T0850,ARGO6,BP,municipal waste,11169.0
S0,T0850,VF5,BP,municipal waste,13005.0
S0,T0850,VF6,BP,municipal waste,17136.0
S0,T0850,HOB_EL,HO,electricity,11521.4136
S0,T0850,HOB_NG,HO,natural gas,45426.02058314528
S0,T0850,HP_AIR,HO,electricity,311.84626144000003
S0,T0851,FC,CO,electricity,3.072908095238095
S0,T0851,ARC,BP,municipal waste,34272.0
S0,T0851,ARGO5,BP,municipal waste,9945.0
S0,T0851,ARGO6,BP,municipal waste,11169.0
S0,T0851,VF5,BP,municipal waste,13005.0
S0,T0851,VF6,BP,municipal waste,17136.0
S0,T0851,HOB_EL,HO,electricity,8518.10124
S0,T0851,HOB_NG,HO,natural gas,30330.938992882584
S0,T0851,HP_AIR,HO,electricity,230.55660689600003
S0,T0852,FC,CO,electricity,3.1490980086580085
S0,T0852,ARC,BP,municipal waste,34272.0
S0,T0852,ARGO5,BP,municipal waste,9945.0
S0,T0852,ARGO6,BP,municipal waste,11169.0
S0,T0852,VF5,BP,municipal waste,13005.0
S0,T0852,VF6,BP,municipal waste,17136.0
S0,T0852,HOB_EL,HO,electricity,8729.29968
S0,T0852,HOB_NG,HO,natural gas,27885.693656283092
S0,T0852,HP_AIR,HO,electricity,236.273044672
S0,T0853,FC,CO,electricity,2.933432164502164
S0,T0853,ARC,BP,municipal waste,34272.0
S0,T0853,ARGO5,BP,municipal waste,9945.0
S0,T0853,ARGO6,BP,municipal waste,11169.0
S0,T0853,VF5,BP,municipal waste,13005.0
S0,T0853,VF6,BP,municipal waste,17136.0
S0,T0853,HOB_EL,HO,electricity,8131.473959999999
S0,T0853,HOB_NG,HO,natural gas,23375.036703614416
S0,T0853,HP_AIR,HO,electricity,220.091895184
S0,T0854,FC,CO,electricity,2.5337703030303027
S0,T0854,ARC,BP,municipal waste,34272.0
S0,T0854,ARGO5,BP,municipal waste,9945.0
S0,T0854,ARGO6,BP,municipal waste,11169.0
S0,T0854,VF5,BP,municipal waste,13005.0
S0,T0854,VF6,BP,municipal waste,17136.0
S0,T0854,HOB_EL,HO,electricity,7023.61128
S0,T0854,HOB_NG,HO,natural gas,14884.127722499146
S0,T0854,HP_AIR,HO,electricity,190.105745312
S0,T0855,FC,CO,electricity,2.281790086580086
S0,T0855,ARC,BP,municipal waste,34272.0
S0,T0855,ARGO5,BP,municipal waste,9945.0
S0,T0855,ARGO6,BP,municipal waste,11169.0
S0,T0855,VF5,BP,municipal waste,13005.0
S0,T0855,VF6,BP,municipal waste,17136.0
S0,T0855,HOB_EL,HO,electricity,6325.12212
S0,T0855,HOB_NG,HO,natural gas,40490.563445291016
S0,T0855,HP_AIR,HO,electricity,171.199972048
S0,T0856,FC,CO,electricity,2.263309437229437
S0,T0856,ARC,BP,municipal waste,34272.0
S0,T0856,ARGO5,BP,municipal waste,9945.0
S0,T0856,ARGO6,BP,municipal waste,11169.0
S0,T0856,VF5,BP,municipal waste,13005.0
S0,T0856,VF6,BP,municipal waste,17136.0
S0,T0856,HOB_EL,HO,electricity,6273.89376
S0,T0856,HOB_NG,HO,natural gas,41367.077241551924
S0,T0856,HP_AIR,HO,electricity,169.81339110400003
S0,T0857,FC,CO,electricity,2.166029047619048
S0,T0857,ARC,BP,municipal waste,34272.0
S0,T0857,ARGO5,BP,municipal waste,9945.0
S0,T0857,ARGO6,BP,municipal waste,11169.0
S0,T0857,VF5,BP,municipal waste,13005.0
S0,T0857,VF6,BP,municipal waste,17136.0
S0,T0857,HOB_EL,HO,electricity,6004.2325200000005
S0,T0857,HOB_NG,HO,natural gas,47256.548874294036
S0,T0857,HP_AIR,HO,electricity,162.514560208
S0,T0858,FC,CO,electricity,2.01393670995671
S0,T0858,ARC,BP,municipal waste,34272.0
S0,T0858,ARGO5,BP,municipal waste,9945.0
S0,T0858,ARGO6,BP,municipal waste,11169.0
S0,T0858,VF5,BP,municipal waste,13005.0
S0,T0858,VF6,BP,municipal waste,17136.0
S0,T0858,HOB_EL,HO,electricity,5582.63256
S0,T0858,HOB_NG,HO,natural gas,44487.677897983354
S0,T0858,HP_AIR,HO,electricity,151.10325462400002
S0,T0859,FC,CO,electricity,2.1863108225108223
S0,T0859,ARC,BP,municipal waste,34272.0
S0,T0859,ARGO5,BP,municipal waste,9945.0
S0,T0859,ARGO6,BP,municipal waste,11169.0
S0,T0859,VF5,BP,municipal waste,13005.0
S0,T0859,VF6,BP,municipal waste,17136.0
S0,T0859,HOB_EL,HO,electricity,6060.4536
S0,T0859,HOB_NG,HO,natural gas,43103.24240982801
S0,T0859,HP_AIR,HO,electricity,164.03627744000002
S0,T0860,FC,CO,electricity,2.184069567099567
S0,T0860,ARC,BP,municipal waste,34272.0
S0,T0860,ARGO5,BP,municipal waste,9945.0
S0,T0860,ARGO6,BP,municipal waste,11169.0
S0,T0860,VF5,BP,municipal waste,13005.0
S0,T0860,VF6,BP,municipal waste,17136.0
S0,T0860,HOB_EL,HO,electricity,6054.24084
S0,T0860,HOB_NG,HO,natural gas,33244.76036480313
S0,T0860,HP_AIR,HO,electricity,163.868118736
S0,T0861,FC,CO,electricity,2.281057359307359
S0,T0861,ARC,BP,municipal waste,34272.0
S0,T0861,ARGO5,BP,municipal waste,9945.0
S0,T0861,ARGO6,BP,municipal waste,11169.0
S0,T0861,VF5,BP,municipal waste,13005.0
S0,T0861,VF6,BP,municipal waste,17136.0
S0,T0861,HOB_EL,HO,electricity,6323.091
S0,T0861,HOB_NG,HO,natural gas,31860.32487664779
S0,T0861,HP_AIR,HO,electricity,171.14499640000003
S0,T0862,FC,CO,electricity,2.34217341991342
S0,T0862,ARC,BP,municipal waste,34272.0
S0,T0862,ARGO5,BP,municipal waste,9945.0
S0,T0862,ARGO6,BP,municipal waste,11169.0
S0,T0862,VF5,BP,municipal waste,13005.0
S0,T0862,VF6,BP,municipal waste,17136.0
S0,T0862,HOB_EL,HO,electricity,6492.50472
S0,T0862,HOB_NG,HO,natural gas,24753.851383687845
S0,T0862,HP_AIR,HO,electricity,175.730461088
S0,T0863,FC,CO,electricity,2.5851478354978354
S0,T0863,ARC,BP,municipal waste,34272.0
S0,T0863,ARGO5,BP,municipal waste,9945.0
S0,T0863,ARGO6,BP,municipal waste,11169.0
S0,T0863,VF5,BP,municipal waste,13005.0
